AddStaticVehicle(470,2044.7000000,-477.7999900,74.3000000,86.0000000,95,10); //Patriot
AddStaticVehicle(460,-332.7806,-467.6667,1.6828,228.5235,1,9 ); // 
AddStaticVehicle(403,-564.8430,-473.1027,26.1267,178.3205,113,1 ); // 
AddStaticVehicle(415,-535.2667,-488.2196,25.2958,358.2053,40,1 ); // 
AddStaticVehicle(479,-499.9452,-472.3691,25.3184,178.8490,59,36 ); // 
AddStaticVehicle(482,-480.4370,-486.2536,25.6331,177.1059,64,64 ); //
AddStaticVehicle(446,728.1595,-1495.2687,-0.4906,179.7909,1,5 ); // 
AddStaticVehicle(454,720.7040,-1633.3224,0.1487,177.6009,26,26 ); // 
AddStaticVehicle(454,720.5267,-1699.9827,0.1866,358.9251,26,26 ); // 
AddStaticVehicle(429,764.7679,-1660.5485,4.2160,94.0819,12,12 ); // 
AddStaticVehicle(541,688.0235,-1600.1552,13.7216,359.7577,58,8 ); // 
AddStaticVehicle(466,594.6932,-1519.6713,14.8586,178.9838,68,76 ); // 
AddStaticVehicle(458,601.2115,-1519.8091,14.8971,359.8546,101,1 ); // 
AddStaticVehicle(496,648.1077,-1507.8370,14.7836,88.3481,35,35 ); // 
AddStaticVehicle(429,729.7592,-1433.3433,13.2151,90.2927,13,13 ); // 
AddStaticVehicle(506,665.4387,-1421.5520,14.3497,1.6522,7,7 ); // 
AddStaticVehicle(506,587.3435,-1499.5959,15.0621,273.6347,6,6 ); // 
AddStaticVehicle(413,691.4462,-1570.2456,14.3358,179.2636,91,1 ); // 
AddStaticVehicle(451,489.1148,-1514.9581,20.0516,186.2239,46,46 ); // 
AddStaticVehicle(541,494.3372,-1604.7161,18.2000,275.6070,60,1 ); // 
AddStaticVehicle(603,259.4689,-1597.9203,33.1167,299.1694,69,1 ); // 
AddStaticVehicle(429,262.3868,-1603.2013,33.0642,323.2319,2,2 ); // 
AddStaticVehicle(518,258.0661,-1591.6113,33.1217,275.3944,36,36 ); // 
AddStaticVehicle(409,867.4957,-1285.9368,13.8859,357.4155,1,1 ); // 
AddStaticVehicle(457,844.4999,-1197.9865,16.6038,0.3980,2,1 ); // 
AddStaticVehicle(457,880.8410,-1199.7491,16.6031,357.7022,21,108 ); // 
AddStaticVehicle(457,914.7440,-1199.8364,16.6032,359.8655,106,56 ); // 
AddStaticVehicle(463,920.4453,-1290.5063,13.3508,118.6505,121,14 ); // 
AddStaticVehicle(542,863.2733,-1375.0151,13.3187,85.7265,32,92 ); // 
AddStaticVehicle(561,903.8953,-1454.9287,12.8651,270.7864,8,17 ); // 
AddStaticVehicle(429,881.5562,-1453.8588,13.3618,271.8305,99,93 ); // 
AddStaticVehicle(507,809.9615,-1448.9109,12.9680,87.2106,35,54 ); // 
AddStaticVehicle(589,810.5452,-1464.3678,12.7191,85.7123,134,97 ); // 
AddStaticVehicle(496,821.6033,-1473.7249,12.5756,357.5008,54,120 ); // 
AddStaticVehicle(461,1031.1113,-1446.3105,13.1411,59.0580,67,86 ); // 
AddStaticVehicle(418,1005.0084,-1461.3424,13.6427,183.0261,119,119 ); // 
AddStaticVehicle(463,990.1287,-1354.9878,12.9125,285.7227,65,6 ); // 
AddStaticVehicle(479,991.3929,-1345.2102,13.1759,271.1148,123,108 ); // 
AddStaticVehicle(489,990.5985,-1306.8129,13.5204,179.0488,24,6 ); // 
AddStaticVehicle(475,1002.5063,-1306.5654,13.1866,359.6424,37,0 ); // 
AddStaticVehicle(518,981.5054,-1306.6899,13.1630,181.0135,71,18 ); // 
AddStaticVehicle(414,979.2278,-1258.1351,16.8071,182.5786,24,1 ); // 
AddStaticVehicle(506,955.9268,-1184.0712,16.6498,269.9031,30,31 ); // 
AddStaticVehicle(549,955.8333,-1190.2795,16.6425,270.2728,75,39 ); // 
AddStaticVehicle(482,956.0022,-1199.3633,17.1270,268.5538,20,20 ); // 
AddStaticVehicle(468,956.3898,-1193.4253,16.6297,89.6432,46,46 ); // 
AddStaticVehicle(567,1085.8342,-1199.3883,17.7945,90.5839,93,64 ); // 
AddStaticVehicle(542,1097.0354,-1218.1705,17.5471,356.6483,45,92 ); // 
AddStaticVehicle(461,1084.2866,-1232.2461,15.3945,243.6654,61,1 ); // 
AddStaticVehicle(461,1083.9337,-1235.0449,15.4088,243.8919,75,1 ); // 
AddStaticVehicle(461,1083.7941,-1238.1573,15.4110,243.1097,79,1 ); // 
AddStaticVehicle(405,1109.0310,-1225.8809,15.6987,181.5343,75,1 ); // 
AddStaticVehicle(458,1000.3081,-1084.5488,23.7069,179.6207,30,1 ); // 
AddStaticVehicle(542,1015.8254,-1083.9113,23.5711,0.6381,119,113 ); // 
AddStaticVehicle(461,1032.2993,-1082.4255,23.4136,166.6669,35,27 ); // 
AddStaticVehicle(475,1003.6659,-1054.6088,30.6946,3.0438,122,102 ); // 
AddStaticVehicle(560,1070.9109,-1102.3247,24.4439,270.7971,41,81 ); // 
AddStaticVehicle(496,1137.6492,-1025.5586,31.5121,177.9917,67,6 ); // 
AddStaticVehicle(558,1131.7341,-1010.0580,29.4899,95.0937,40,1 ); // 
AddStaticVehicle(581,1205.2384,-977.0176,43.0742,179.7537,58,1 ); // 
AddStaticVehicle(536,1227.2596,-974.1713,43.2139,180.2966,30,96 ); // 
AddStaticVehicle(414,1110.5709,-1331.4204,13.1385,0.6026,43,1 ); // 
AddStaticVehicle(581,989.3703,-1589.3812,13.0903,21.5606,66,1 ); // 
AddStaticVehicle(542,1061.2451,-1665.2649,13.4966,91.9120,32,92 ); // 
AddStaticVehicle(405,1136.5767,-1695.5199,13.6956,88.9354,75,1 ); // 
AddStaticVehicle(463,1137.1466,-1700.1902,13.3869,87.9396,132,112 ); // 
AddStaticVehicle(518,1280.4908,-1816.1259,13.0556,270.4623,133,56 ); // 
AddStaticVehicle(482,1250.2468,-1835.0884,13.5047,180.4024,85,85 ); // 
AddStaticVehicle(527,1196.9360,-1829.6980,13.1197,269.7545,90,9 ); // 
AddStaticVehicle(589,1280.9364,-1833.0607,13.0418,90.8050,46,126 ); // 
AddStaticVehicle(562,1267.0612,-1795.2074,13.0702,0.6533,102,24 ); // 
AddStaticVehicle(463,1281.6627,-1805.1254,12.9241,62.4969,53,53 ); // 
AddStaticVehicle(545,1238.0167,-1835.2385,13.2008,177.5310,40,96 ); // 
AddStaticVehicle(400,1423.8417,-1845.0616,13.4772,270.4685,109,109 ); // 
AddStaticVehicle(546,1536.6632,-1846.7765,13.2712,0.8185,3,87 ); // 
AddStaticVehicle(475,1614.0917,-1893.9027,13.3521,357.9483,102,80 ); // 
AddStaticVehicle(546,1796.2775,-1933.2837,13.1180,180.4499,113,78 ); // 
AddStaticVehicle(545,1776.1965,-1917.6884,13.1976,90.7850,39,1 ); // 
AddStaticVehicle(400,1776.1498,-1907.3949,13.4788,271.3831,101,1 ); // 
AddStaticVehicle(400,1804.1429,-1909.4020,13.3328,269.6684,10,10 ); // 
AddStaticVehicle(474,1804.4889,-1919.3353,13.1556,269.8831,110,1 ); // 
AddStaticVehicle(496,1785.9353,-1933.2903,13.1750,0.8605,52,69 ); // 
AddStaticVehicle(496,1776.2777,-1894.0770,12.9741,272.6132,15,15 ); // 
AddStaticVehicle(482,1776.5122,-1899.9752,13.5071,87.3522,10,10 ); // 
AddStaticVehicle(482,1791.3899,-1933.2008,13.5101,180.1195,118,118 ); // 
AddStaticVehicle(461,1775.7963,-1912.6582,12.9720,269.4815,61,1 ); // 
AddStaticVehicle(461,1775.7340,-1914.1243,12.9716,262.3925,75,1 ); // 
AddStaticVehicle(536,1834.7808,-1871.9734,13.0925,179.2434,30,96 ); // 
AddStaticVehicle(496,1836.6301,-1853.6381,13.1059,179.9886,20,20 ); // 
AddStaticVehicle(414,1858.8854,-1875.5944,13.5724,180.1933,95,1 ); // 
AddStaticVehicle(468,1900.5659,-1849.8379,13.2277,44.6102,94,63 ); // 
AddStaticVehicle(589,1251.2297,-2042.1305,59.4474,180.0659,40,1 ); // 
AddStaticVehicle(521,1244.8016,-2023.3499,59.4330,292.8341,92,3 ); // 
AddStaticVehicle(506,1256.9205,-2009.4756,59.2126,0.8008,7,7 ); // 
AddStaticVehicle(522,1277.8240,-2011.9354,58.4634,268.7320,7,79 ); // 
AddStaticVehicle(463,1097.5217,-1763.8896,12.8933,267.4286,36,36 ); // 
AddStaticVehicle(475,892.6356,-1668.8604,13.3544,179.2466,37,0 ); // 
AddStaticVehicle(506,874.8234,-1658.4843,13.2514,181.7123,1,15 ); // 
AddStaticVehicle(521,870.1176,-1676.6573,13.1183,186.2732,115,118 ); // 
AddStaticVehicle(496,888.5651,-1679.1317,13.2628,357.5185,102,135 ); //
AddStaticVehicle(411,1671.5546,-1719.5422,20.2115,269.5804,132,108 ); // 
AddStaticVehicle(415,1656.9489,-1695.5144,20.2285,358.9435,131,53 ); // 
AddStaticVehicle(496,1671.9685,-1704.4779,20.2006,270.8929,66,72 ); // 
AddStaticVehicle(461,1673.9683,-1713.0564,20.0617,67.1318,43,1 ); // 
AddStaticVehicle(413,327.8443,-1809.2729,4.5733,359.3342,91,1 ); // 
AddStaticVehicle(439,311.7234,-1809.8577,4.3552,179.9755,54,38 ); // 
AddStaticVehicle(496,334.3875,-1788.6018,4.7803,358.1175,41,41 ); // 
AddStaticVehicle(414,383.4589,-1740.6958,8.8571,358.6929,28,1 ); // 
AddStaticVehicle(467,740.4370,-1793.5476,12.9180,349.2087,58,8 ); // 
AddStaticVehicle(473,823.7594,-2066.2686,-0.1017,112.6381,56,53 ); // 
AddStaticVehicle(467,892.0507,-1797.3351,13.4070,175.4098,60,1 ); // 
AddStaticVehicle(467,944.9136,-1813.5590,13.0146,350.0614,68,8 ); // 
AddStaticVehicle(491,1096.8945,-1878.8030,13.3031,178.1535,71,72 ); // 
AddStaticVehicle(496,1206.2454,-1879.0792,13.3341,88.5190,77,26 ); // 
AddStaticVehicle(541,288.7144,-1158.0404,80.5349,221.9677,0,6 ); // 
AddStaticVehicle(589,346.9617,-1197.2283,76.2875,25.8040,70,100 ); // 
AddStaticVehicle(411,407.0925,-1151.5203,76.6354,148.1414,130,130 ); // 
AddStaticVehicle(562,481.5187,-1089.5427,82.1051,359.1924,0,3 ); // 
AddStaticVehicle(426,565.9165,-1067.1946,73.1332,35.3833,42,42 ); // 
AddStaticVehicle(451,228.7167,-1398.7766,51.2917,51.4378,131,74 ); // 
AddStaticVehicle(429,133.9096,-1492.1663,18.5958,57.1215,119,1 ); // 
AddStaticVehicle(562,150.7156,-1473.8826,24.9243,5.9389,111,118 ); // 
AddStaticVehicle(411,166.3856,-1340.8578,69.4391,190.4770,128,51 ); // 
AddStaticVehicle(603,172.0262,-1341.3418,69.5661,168.2207,44,40 ); // 
AddStaticVehicle(429,248.8978,-1355.4116,52.8828,279.1667,53,53 ); // 
AddStaticVehicle(451,251.6047,-1359.8792,52.7134,300.5452,17,117 ); // 
AddStaticVehicle(562,299.8025,-1331.8171,53.2744,72.7622,44,80 ); // 
AddStaticVehicle(405,406.4772,-1264.2565,50.2499,24.0160,24,1 ); // 
AddStaticVehicle(535,423.6223,-1266.3209,51.3450,21.9438,54,77 ); // 
AddStaticVehicle(477,261.5547,-1220.3823,74.6478,183.4546,99,100 ); // 
AddStaticVehicle(535,276.9328,-1267.3054,73.7098,302.5802,6,4 ); // 
AddStaticVehicle(496,280.3806,-1255.7952,73.6166,281.7693,46,66 ); // 
AddStaticVehicle(411,282.9343,-1160.4200,80.6401,223.5830,42,42 ); // 
AddStaticVehicle(589,569.3154,-1131.7330,50.2950,243.4572,42,39 ); // 
AddStaticVehicle(411,617.2254,-1102.6525,46.5131,126.8061,64,1 ); // 
AddStaticVehicle(562,687.5812,-1072.8162,49.1274,62.7814,76,45 ); // 
AddStaticVehicle(496,724.4913,-995.4954,52.3857,89.4483,79,110 ); // 
AddStaticVehicle(545,795.9840,-840.3973,60.4526,174.5740,31,96 ); // 
AddStaticVehicle(522,846.9828,-905.6497,68.3458,342.5805,138,94 ); // 
AddStaticVehicle(534,831.9914,-858.8560,69.6527,199.3811,65,44 ); // 
AddStaticVehicle(535,839.4457,-893.5928,68.5340,21.2260,3,1 ); // 
AddStaticVehicle(477,912.5916,-832.0980,92.1407,218.1897,108,127 ); // 
AddStaticVehicle(429,942.3409,-842.2905,93.9553,49.3921,107,69 ); // 
AddStaticVehicle(429,934.4840,-856.8366,93.1734,204.4157,135,30 ); // 
AddStaticVehicle(562,966.6584,-842.2115,95.4213,208.6852,103,88 ); // 
AddStaticVehicle(451,979.1476,-831.5278,95.3282,27.7639,22,108 ); // 
AddStaticVehicle(589,1024.2820,-777.6995,102.7277,142.3072,128,91 ); // 
AddStaticVehicle(429,1028.9191,-810.0178,101.6239,200.6103,20,71 ); // 
AddStaticVehicle(522,1099.2415,-818.4706,86.5177,153.5570,135,31 ); // 
AddStaticVehicle(522,1256.5295,-804.6979,83.7138,117.1748,116,130 ); // 
AddStaticVehicle(541,1248.1569,-804.1443,83.7656,167.9414,24,3 ); // 
AddStaticVehicle(487,1291.7155,-786.8652,96.6376,1.5839,29,42 ); // 
AddStaticVehicle(589,1352.0870,-622.1930,108.8587,24.2312,125,64 ); // 
AddStaticVehicle(477,1460.3851,-633.6793,95.5530,179.4419,0,1 ); // 
AddStaticVehicle(411,1108.8185,-732.7200,100.2283,87.5487,116,1 ); // 
AddStaticVehicle(429,1515.2770,-695.3987,94.4297,99.0699,3,1 ); // 
AddStaticVehicle(522,1518.6567,-688.1443,94.3202,127.6349,134,60 ); // 
AddStaticVehicle(535,1516.9452,-765.4361,79.7405,142.5422,66,1 ); // 
AddStaticVehicle(458,1530.6602,-814.2603,71.8145,269.5966,125,32 ); // 
AddStaticVehicle(560,1536.7003,-841.9440,64.3992,91.2450,101,95 ); // 
AddStaticVehicle(506,1515.6777,-879.8586,61.2318,73.2864,106,83 ); // 
AddStaticVehicle(451,1464.4681,-902.8252,54.5429,174.4412,27,31 ); // 
AddStaticVehicle(429,1429.4169,-883.6697,50.4307,45.8139,103,37 ); // 
AddStaticVehicle(589,1088.9662,-644.2655,113.1492,338.4004,20,50 ); // 
AddStaticVehicle(424,1113.3992,-657.0714,113.2539,1.8936,24,53 ); // 
AddStaticVehicle(411,1048.4277,-639.6287,119.8443,62.9709,81,124 ); // 
AddStaticVehicle(550,1038.2852,-640.5812,119.9407,3.9959,18,96 ); // 
AddStaticVehicle(558,1011.0540,-659.9860,120.7726,34.0075,131,53 ); // 
AddStaticVehicle(562,1006.7906,-663.9238,120.8018,212.6702,68,8 ); // 
AddStaticVehicle(560,946.7752,-705.8109,121.9154,208.3881,17,1 ); // 
AddStaticVehicle(535,912.4982,-665.0076,116.7563,234.0564,136,91 ); // 
AddStaticVehicle(477,866.9702,-712.0836,105.4297,301.5712,75,1 ); // 
AddStaticVehicle(518,851.5046,-741.6164,94.8512,223.7018,13,1 ); // 
AddStaticVehicle(603,887.4414,-782.3810,101.1163,325.3539,58,1 ); // 
AddStaticVehicle(534,834.7188,-754.2109,85.0352,221.3681,120,0 ); // 
AddStaticVehicle(545,856.4266,-825.8338,89.3121,35.0684,23,94 ); // 
AddStaticVehicle(545,812.7324,-768.6061,76.6226,240.9842,12,12 ); // 
AddStaticVehicle(562,792.6622,-824.7413,69.7717,10.8903,101,4 ); // 
AddStaticVehicle(405,211.8928,-1419.0681,13.1531,135.6236,24,1 ); // 
AddStaticVehicle(461,203.5655,-1441.0552,12.6881,319.3540,43,1 ); // 
AddStaticVehicle(482,216.6308,-1431.9065,13.3691,313.9951,48,48 ); // 
AddStaticVehicle(462,338.6057,-1340.7114,14.1075,116.4867,53,61 ); // 
AddStaticVehicle(439,343.3987,-1353.3427,14.4033,299.2459,43,21 ); // 
AddStaticVehicle(542,412.7446,-1318.5144,14.6645,210.7711,112,131 ); // 
AddStaticVehicle(521,411.1232,-1311.2087,14.5024,140.9818,36,0 ); // 
AddStaticVehicle(562,500.5935,-1304.4486,16.8673,309.5460,19,113 ); // 
AddStaticVehicle(521,531.3096,-1315.9927,16.8135,188.1211,74,74 ); // 
AddStaticVehicle(589,534.3378,-1291.4104,17.0133,1.2697,127,47 ); // 
AddStaticVehicle(463,542.3274,-1292.8159,16.7824,341.9847,79,3 ); // 
AddStaticVehicle(496,556.2568,-1291.2498,17.0149,180.9516,61,21 ); // 
AddStaticVehicle(461,587.8506,-1279.8562,15.9628,75.5049,57,94 ); // 
AddStaticVehicle(463,588.5497,-1282.7085,15.7110,71.1037,20,60 ); // 
AddStaticVehicle(589,569.1940,-1264.3147,16.4483,105.7125,75,1 ); // 
AddStaticVehicle(474,580.0232,-1310.1290,13.6310,190.1793,54,114 ); // 
AddStaticVehicle(429,760.3118,-1026.9938,23.8337,171.0469,25,78 ); // 
AddStaticVehicle(411,825.8176,-1006.6130,27.4827,38.8900,123,1 ); // 
AddStaticVehicle(429,973.4509,-930.9051,42.1739,91.9582,71,134 ); // 
AddStaticVehicle(463,892.2068,-944.0689,41.3930,346.6371,46,55 ); // 
AddStaticVehicle(496,1039.0024,-925.8621,42.0801,3.8901,95,87 ); // 
AddStaticVehicle(496,1028.1858,-887.8458,41.8743,18.1745,76,26 ); // 
AddStaticVehicle(534,1091.6672,-934.4342,42.7434,181.8923,53,53 ); // 
AddStaticVehicle(496,1196.4460,-887.2950,42.7778,4.9401,13,118 ); // 
AddStaticVehicle(461,1184.3699,-898.7025,42.8468,50.8006,26,5 ); // 
AddStaticVehicle(479,1307.0081,-871.5775,39.3723,88.4695,20,119 ); // 
AddStaticVehicle(482,1307.4617,-865.4689,39.6982,269.2831,52,52 ); // 
AddStaticVehicle(543,1307.4490,-856.3735,39.3962,86.8428,32,8 ); // 
AddStaticVehicle(463,1305.3447,-860.6293,39.1185,240.4489,102,77 ); // 
AddStaticVehicle(567,1327.1772,-856.8694,39.4427,355.0141,96,74 ); // 
AddStaticVehicle(458,1422.6184,-915.6990,35.9254,173.6657,76,95 ); // 
AddStaticVehicle(439,1455.1505,-920.9677,37.4997,5.5316,137,65 ); // 
AddStaticVehicle(550,1025.4679,-981.0638,42.4947,275.3589,109,23 ); // 
AddStaticVehicle(576,929.9745,-996.4139,37.8311,274.6470,68,96 ); // 
AddStaticVehicle(404,863.1107,-1056.6387,24.8362,216.7097,119,50 ); // 
AddStaticVehicle(463,868.9804,-1068.5559,24.6418,26.0884,90,87 ); // 
AddStaticVehicle(439,783.3749,-1356.8221,13.4354,272.4747,0,119 ); // 
AddStaticVehicle(463,733.6376,-1347.5618,13.0519,258.9138,22,22 ); // 
AddStaticVehicle(429,783.3834,-1347.7704,13.3739,90.3087,52,94 ); // 
AddStaticVehicle(536,1696.6791,-2097.0415,13.2841,179.3459,30,96 ); // 
AddStaticVehicle(542,1662.7777,-2110.7148,13.2900,90.3870,45,92 ); // 
AddStaticVehicle(400,1707.4287,-2142.6919,13.6471,229.0505,40,110 ); // 
AddStaticVehicle(567,1725.0461,-2130.4683,13.4259,180.7540,88,64 ); // 
AddStaticVehicle(412,1724.0801,-2092.9343,13.3837,178.9921,91,31 ); // 
AddStaticVehicle(536,1747.4430,-2097.3616,13.2870,179.0798,32,1 ); // 
AddStaticVehicle(576,1793.3020,-2149.7551,13.2392,180.6801,72,1 ); // 
AddStaticVehicle(536,1772.7323,-2096.0732,13.2853,181.7548,37,1 ); // 
AddStaticVehicle(549,1948.6121,-2114.0183,13.2416,90.8657,79,39 ); // 
AddStaticVehicle(496,1948.0044,-2126.9031,13.2611,269.0660,37,19 ); // 
AddStaticVehicle(463,1941.4159,-2139.8730,13.0970,153.7429,53,53 ); // 
AddStaticVehicle(414,1924.2328,-2123.9316,13.6772,359.7333,95,1 ); // 
AddStaticVehicle(576,1938.4186,-2089.9116,13.1725,87.9823,74,8 ); // 
AddStaticVehicle(518,1979.0964,-2065.5842,13.1683,1.5510,95,1 ); // 
AddStaticVehicle(482,1998.8810,-2095.2688,13.6603,182.4098,110,110 ); // 
AddStaticVehicle(482,2079.6143,-2007.4128,13.6618,267.6052,66,66 ); // 
AddStaticVehicle(543,2070.6382,-1995.7777,13.3738,177.5505,32,8 ); // 
AddStaticVehicle(463,2064.7144,-1998.2357,13.0870,323.5498,19,19 ); // 
AddStaticVehicle(475,1981.1689,-1985.4224,13.3487,0.0153,33,0 ); // 
AddStaticVehicle(443,2002.9520,-1940.1552,13.9832,90.4363,20,1 ); // 
AddStaticVehicle(413,2062.2634,-1904.0969,13.6286,358.4263,91,1 ); // 
AddStaticVehicle(426,2065.5415,-1920.3318,13.2901,179.3121,53,53 ); // 
AddStaticVehicle(468,2120.8396,-1874.5211,13.2159,331.0408,6,6 ); // 
AddStaticVehicle(448,2125.2058,-1817.1385,13.1554,304.3319,3,6 ); // 
AddStaticVehicle(448,2124.9956,-1814.4016,13.1552,307.8773,3,6 ); // 
AddStaticVehicle(448,2124.6506,-1811.7200,13.1522,308.4132,3,6 ); // 
AddStaticVehicle(489,2121.7656,-1783.0730,13.5319,181.4553,112,120 ); // 
AddStaticVehicle(600,2106.7954,-1783.6602,13.0983,178.3882,32,8 ); // 
AddStaticVehicle(400,2114.6040,-1783.4563,13.4944,359.1006,28,119 ); // 
AddStaticVehicle(546,2095.9749,-1800.3145,13.1088,268.3826,78,38 ); // 
AddStaticVehicle(400,2096.2324,-1819.9232,13.4752,269.6763,75,1 ); // 
AddStaticVehicle(554,1928.4520,-1795.0306,13.4708,269.1664,15,32 ); // 
AddStaticVehicle(475,1976.6083,-1727.6584,15.7685,270.5382,33,0 ); // 
AddStaticVehicle(400,2014.2510,-1737.9341,13.6451,89.6673,40,1 ); // 
AddStaticVehicle(546,2017.8608,-1707.7689,13.2712,91.0950,3,87 ); // 
AddStaticVehicle(496,1967.9211,-1658.8986,15.7506,88.9660,52,69 ); // 
AddStaticVehicle(474,2026.2841,-1649.0118,13.3172,268.3413,105,1 ); // 
AddStaticVehicle(429,1990.6079,-1579.2163,13.2836,74.1057,14,14 ); // 
AddStaticVehicle(475,2014.0079,-1597.3103,13.3757,134.4442,37,0 ); // 
AddStaticVehicle(466,2057.4875,-1636.5558,13.2887,269.2682,2,76 ); // 
AddStaticVehicle(496,2062.4905,-1694.4796,13.3308,89.8789,71,107 ); // 
AddStaticVehicle(533,2062.6511,-1738.6663,13.2560,90.7603,74,1 ); // 
AddStaticVehicle(412,2238.7908,-1630.9789,15.5684,339.3786,29,8 ); // 
AddStaticVehicle(534,2284.0630,-1681.7241,13.8912,0.3629,53,53 ); // 
AddStaticVehicle(475,2271.4482,-1634.8553,15.1246,1.4485,9,39 ); // 
AddStaticVehicle(463,2289.7493,-1685.7275,13.2727,338.6942,36,36 ); // 
AddStaticVehicle(496,2296.9233,-1644.5267,14.5451,178.7794,17,1 ); // 
AddStaticVehicle(474,2328.1565,-1677.1449,14.1746,268.4948,74,1 ); // 
AddStaticVehicle(545,2319.2271,-1712.0625,13.3579,179.0224,44,96 ); // 
AddStaticVehicle(475,2416.0103,-1707.7166,13.5772,180.6127,17,1 ); // 
AddStaticVehicle(400,2443.6687,-1637.1934,13.3619,180.6244,10,10 ); // 
AddStaticVehicle(404,2516.5413,-1672.2059,13.6568,247.4270,123,92 ); // 
AddStaticVehicle(600,2501.3005,-1685.7114,13.2052,54.2230,43,8 ); // 
AddStaticVehicle(482,2473.6335,-1688.4501,13.6213,1.3507,34,34 ); // 
AddStaticVehicle(426,2500.2908,-1755.7277,13.1737,179.5942,53,53 ); // 
AddStaticVehicle(414,2445.8567,-1762.6874,13.6820,179.0055,9,1 ); // 
AddStaticVehicle(479,2452.3486,-1784.1185,13.3435,358.6820,60,35 ); // 
AddStaticVehicle(475,2498.7920,-1953.6908,13.2268,180.0759,33,0 ); // 
AddStaticVehicle(482,2482.8601,-1953.4886,13.5429,359.9536,32,32 ); // 
AddStaticVehicle(475,2731.4260,-1937.1626,13.3474,270.9490,37,0 ); // 
AddStaticVehicle(489,2685.5461,-1986.3003,13.6939,358.8623,120,123 ); // 
AddStaticVehicle(536,2685.3967,-2021.3516,13.2650,179.1453,57,96 ); // 
AddStaticVehicle(475,2644.9438,-1989.3313,13.3576,178.5030,56,29 ); // 
AddStaticVehicle(547,2787.8420,-1876.2371,9.5681,179.4587,123,1 ); // 
AddStaticVehicle(426,2757.7773,-1847.0181,9.4532,21.0801,37,37 ); // 
AddStaticVehicle(479,2732.6860,-1875.2740,9.3877,359.7763,45,32 ); // 
AddStaticVehicle(567,2706.5757,-1843.5668,9.3669,339.9568,97,96 ); // 
AddStaticVehicle(458,2679.1792,-1826.0692,9.2646,129.6775,113,1 ); // 
AddStaticVehicle(439,2657.7949,-1812.8765,9.1989,98.6444,67,8 ); // 
AddStaticVehicle(461,2697.0117,-1836.8411,9.0454,131.7257,61,1 ); // 
AddStaticVehicle(463,2757.8318,-1878.8939,9.2421,331.1535,7,122 ); // 
AddStaticVehicle(521,2813.1143,-1822.5189,9.5068,56.5744,87,118 ); // 
AddStaticVehicle(521,2808.0325,-1669.0962,9.5088,168.8724,92,3 ); // 
AddStaticVehicle(466,2829.7585,-1699.7444,9.7443,256.3983,16,76 ); // 
AddStaticVehicle(545,2825.0059,-1718.6702,9.8159,77.5273,30,1 ); // 
AddStaticVehicle(588,2686.6833,-1672.3564,9.3456,1.2872,1,1 ); // 
AddStaticVehicle(546,2657.6079,-1701.7725,9.0416,92.9747,113,78 ); // 
AddStaticVehicle(521,2654.6636,-1692.5939,8.8779,251.8571,36,0 ); // 
AddStaticVehicle(463,2696.4189,-1669.2604,9.0249,152.7104,11,11 ); // 
AddStaticVehicle(474,2813.8862,-1429.2637,16.0126,357.9624,83,1 ); // 
AddStaticVehicle(546,2792.6982,-1432.1294,19.9428,95.9562,119,62 ); // 
AddStaticVehicle(521,2819.5498,-1427.8861,27.7283,97.0200,75,13 ); // 
AddStaticVehicle(429,2796.6160,-1428.0923,35.7734,355.7729,1,2 ); // 
AddStaticVehicle(400,2794.7859,-1464.7653,40.1536,180.1253,75,84 ); // 
AddStaticVehicle(418,2816.5820,-1431.5497,40.1556,268.4159,114,114 ); // 
AddStaticVehicle(521,2794.0625,-1576.2109,10.4993,252.9832,118,118 ); // 
AddStaticVehicle(600,2796.4966,-1562.6956,10.6452,89.5535,83,13 ); // 
AddStaticVehicle(426,2822.3193,-1553.4038,10.6672,89.8755,42,42 ); // 
AddStaticVehicle(533,2807.4377,-1540.4016,10.6310,180.0459,73,1 ); // 
AddStaticVehicle(414,2772.3438,-1614.6322,11.0090,270.6050,43,1 ); // 
AddStaticVehicle(589,2855.3896,-1354.9142,10.8385,271.7889,40,1 ); // 
AddStaticVehicle(521,2850.3010,-1323.3470,10.8710,43.7938,92,3 ); // 
AddStaticVehicle(562,2845.5762,-1287.0035,18.8725,276.4800,62,62 ); // 
AddStaticVehicle(463,2802.9653,-1174.3158,25.0878,148.6355,22,22 ); // 
AddStaticVehicle(589,2814.8518,-1186.5088,24.9740,125.2599,43,1 ); // 
AddStaticVehicle(496,2827.8259,-1165.8298,24.8425,74.4954,41,29 ); // 
AddStaticVehicle(419,2828.4297,-1193.2813,24.7035,319.2678,47,76 ); // 
AddStaticVehicle(521,2686.6938,-1102.2723,68.9335,36.2440,25,118 ); // 
AddStaticVehicle(536,2570.6431,-1101.5728,65.9616,224.2815,30,96 ); // 
AddStaticVehicle(461,2589.6411,-967.6470,80.9740,54.8113,88,1 ); // 
AddStaticVehicle(543,2561.0659,-955.9353,82.5712,189.2468,32,8 ); // 
AddStaticVehicle(543,2499.9092,-961.6536,82.0865,177.1486,43,8 ); // 
AddStaticVehicle(478,2492.5671,-951.8682,82.2364,268.9169,66,1 ); // 
AddStaticVehicle(463,2450.5344,-957.0054,79.5994,88.6032,79,79 ); // 
AddStaticVehicle(521,2359.4319,-648.6396,127.7032,321.5916,36,0 ); // 
